day_1_max_temperature,day_1_min_temperature,day_1_avg_temperature,day_1_avg_humidity,day_1_max_wind_speed,day_1_avg_apparent_temperature,day_2_max_temperature,day_2_min_temperature,day_2_avg_temperature,day_2_avg_humidity,day_2_max_wind_speed,day_2_avg_apparent_temperature,day_3_max_temperature,day_3_min_temperature,day_3_avg_temperature,day_3_avg_humidity,day_3_max_wind_speed,day_3_avg_apparent_temperature,day_4_max_temperature,day_4_min_temperature,day_4_avg_temperature,day_4_avg_humidity,day_4_max_wind_speed,day_4_avg_apparent_temperature,day_5_max_temperature,day_5_min_temperature,day_5_avg_temperature,day_5_avg_humidity,day_5_max_wind_speed,day_5_avg_apparent_temperature,target_temperature,target_date
32.0,22.2,27.366666666666664,70.45833333333333,13.9,30.675,32.1,24.9,28.39583333333333,62.458333333333336,16.8,31.02916666666667,31.7,25.0,27.825,65.83333333333333,18.3,30.633333333333336,31.4,25.2,27.866666666666664,65.625,19.8,30.25,29.6,25.4,27.241666666666664,67.375,18.7,29.5,29.5,2026-09-12
