date,max_temperature,min_temperature,avg_temperature,avg_humidity,max_wind_speed,avg_apparent_temperature
2026-09-07,32.0,22.2,27.366666666666664,70.45833333333333,13.9,30.675
2026-09-08,32.1,24.9,28.395833333333332,62.458333333333336,16.8,31.02916666666667
2026-09-09,31.7,25.0,27.825,65.83333333333333,18.3,30.633333333333336
2026-09-10,31.4,25.2,27.866666666666664,65.625,19.8,30.25
2026-09-11,29.6,25.4,27.241666666666664,67.375,18.7,29.5
2026-09-12,29.5,23.8,26.275000000000002,75.58333333333333,15.0,29.604166666666668
